183
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	0.998
1	1	0.977
1	1	0.928072
1	1	0.798
1	1	0.642643
1	1	0.444666
1	1	0.290709
1	0.999	0.175124
1	0.998	0.0894231
1	0.999	0.0423117
1	0.996	0.0229226
1	0.996	0.0126927
1	0.99	0.00356125
1	0.977	0
1	0.955	0
1	0.957	0
1	0.925	0
1	0.9	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
0.999	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
0.999	0	0
0.999	0	0
0.999	0	0
1	0	0
1	0	0
1	0	0
1	0	0
0.998	0	0
1	0	0
0.999	0	0
1	0	0
0.999	0	0
1	0	0
1	0	0
0.999	0	0
0.999	0	0
0.998	0	0
0.998	0	0
0.996	0	0
0.999	0	0
0.999	0	0
0.998	0	0
0.996	0	0
1	0	0
0.997	0	0
0.995	0	0
0.995	0	0
0.994	0	0
0.995	0	0
0.996	0	0
0.989	0	0
0.988	0	0
0.999	0	0
0.989	0	0
0.992	0	0
0.989	0	0
0.991	0	0
0.993	0	0
0.986	0	0
0.992	0	0
0.98	0	0
0.99	0	0
0.982	0	0
0.993	0	0
0.981019	0	0
0.981982	0	0
0.983	0	0
0.985	0	0
0.982	0	0
0.988	0	0
0.991	0	0
0.978	0	0
0.973	0	0
0.968	0	0
0.982	0	0
0.978	0	0
0.974	0	0
0.972	0	0
0.97	0	0
0.962	0	0
0.971	0	0
0.963	0	0
0.97	0	0
0.96	0	0
0.961	0	0
0.953	0	0
0.951	0	0
0.94	0	0
0.968	0	0
0.951	0	0
0.953	0	0
0.947	0	0
0.944	0	0
0.918	0	0
0.928	0	0
0.928	0	0
0.929	0	0
0.926	0	0
0.936064	0	0
0.934935	0	0
0.922078	0	0
0.923	0	0
0.921922	0	0
0.903	0	0
0.903	0	0
0.919	0	0
0.9	0	0
